commit_id,module,message,la,ld,ns,nd,nf,entropy,lt,fix,ndev,age,nuc,exp,rexp,sexp,label,commit_time
C14,module_2,Refactor module_2; la=62 ld=3 bugfix=0,62,3,3,1,1,0.7005515650609209,962,0,3,8.04057388329297,5,2.3637451869068324,1.7118880301444532,0.11561192776663343,0,1704643600
C15,module_2,Refactor module_2; la=102 ld=67 bugfix=0,102,67,2,1,1,0.3818585972073027,895,0,2,8.458535599322035,2,1.7560011191826386,0.22510270576852442,0.6705605726339262,0,1704647200
C16,module_2,Refactor module_2; la=3 ld=0 bugfix=1,3,0,5,1,1,0.8673827056642629,1672,1,3,18.415555509405095,11,0.5197143823576438,1.2056665848694683,1.977337576061744,0,1704650800
C17,module_2,Refactor module_2; la=36 ld=2 bugfix=0,36,2,2,1,2,0.38893455623619677,942,0,4,18.517564083992035,6,2.000126589637121,0.6341303597485831,1.516494261673308,0,1704654400
C18,module_2,Refactor module_2; la=79 ld=37 bugfix=1,79,37,2,1,3,0.5525498450294277,945,1,5,19.54420338214363,2,1.2927127888250767,1.8164606452278234,1.2524667983562436,1,1704658000
C19,module_3,Refactor module_3; la=43 ld=59 bugfix=0,43,59,1,1,2,0.5591987979374199,689,0,4,32.27350214164185,1,3.2957420205472827,1.1057697322525273,1.1386756541711527,0,1702680340
C20,module_3,Refactor module_3; la=72 ld=41 bugfix=0,72,41,4,3,2,0.8487869052335584,932,0,3,15.665458158592049,3,3.4843759018922795,0.08603565226216126,1.9823503424176612,0,1702683940
C21,module_3,Refactor module_3; la=58 ld=66 bugfix=0,58,66,3,1,1,0.2655985614810368,645,0,5,8.010695714212536,2,2.0491731393143913,0.04012782074264676,0.5288597226034188,0,1702687540
C22,module_3,Refactor module_3; la=55 ld=15 bugfix=0,55,15,3,2,2,0.8232419363302415,182,0,5,0.815943994539424,10,2.552534919050988,2.5159007830120848,0.6290563384782054,0,1702691140
C23,module_3,Refactor module_3; la=45 ld=34 bugfix=0,45,34,3,1,1,0.46949549350952824,916,0,1,13.749909696804224,10,0.8846176567811539,0.5132999792516156,1.4023061918311934,0,1702694740
C24,module_3,Refactor module_3; la=73 ld=47 bugfix=0,73,47,3,2,4,0.45896766222679114,199,0,3,16.07880444343033,9,0.40338931158838776,0.0019766569273673706,0.40127793711885373,0,1702698340
C25,module_3,Refactor module_3; la=53 ld=35 bugfix=0,53,35,1,2,2,0.4056447932723328,938,0,4,22.601330853758537,6,2.7950970584022,0.6543920845561412,1.0203885861685413,0,1702701940
C26,module_3,Refactor module_3; la=30 ld=40 bugfix=0,30,40,2,1,2,0.10138792578916878,412,0,2,8.217355598448233,8,1.5726739004261379,1.7373480983302225,2.2892174967107923,1,1702705540
C27,module_3,Refactor module_3; la=20 ld=57 bugfix=0,20,57,3,1,1,0.20389269748699673,534,0,5,32.20769831165984,1,2.5892412023898785,0.2513472730109587,1.674697088463202,0,1702709140
C28,module_3,Refactor module_3; la=63 ld=17 bugfix=0,63,17,2,1,1,0.5855780881389835,744,0,4,28.20661655528167,4,0.21528672526859793,2.7806668998863797,0.8685118279027453,1,1702712740
C29,module_3,Refactor module_3; la=36 ld=36 bugfix=0,36,36,4,4,2,0.5320381186634151,1123,0,4,14.741371520461437,6,0.7499467910758915,0.4074809919707627,0.8729834359912918,1,1702716340
C30,module_3,Refactor module_3; la=32 ld=68 bugfix=0,32,68,4,1,2,0.418584352729935,715,0,5,11.607415161159846,9,0.28709266078639395,1.5076068748347222,3.797673726595832,0,1702719940
C31,module_3,Refactor module_3; la=42 ld=41 bugfix=0,42,41,2,1,1,0.5860602717915107,545,0,5,21.655852363134294,9,2.549797110855845,1.1565015197331698,1.653965579308696,0,1702723540
C32,module_4,Refactor module_4; la=31 ld=9 bugfix=0,31,9,1,3,2,0.3561039533430419,350,0,2,39.204150122474026,7,1.1606415709257658,2.0580962514003676,0.3609583529944429,0,1703713462
C33,module_4,Refactor module_4; la=37 ld=45 bugfix=0,37,45,3,2,1,0.6795630816821097,1289,0,2,28.357843363202328,5,4.105732088099836,0.9689571457293794,2.6550455762707115,0,1703717062
C34,module_4,Refactor module_4; la=79 ld=22 bugfix=0,79,22,2,1,2,0.1868481855638971,992,0,6,8.942603049004717,3,0.5297022268511529,0.508524640363257,1.447665901108943,0,1703720662
C35,module_4,Refactor module_4; la=36 ld=34 bugfix=0,36,34,1,2,2,0.5770075875312202,967,0,8,14.129058289474901,5,0.8697086294639331,0.26128479530659576,0.044471787601075397,0,1703724262
C36,module_4,Refactor module_4; la=48 ld=31 bugfix=0,48,31,2,2,2,0.4680703385155966,605,0,4,0.5187274058495248,5,2.3930537181115716,0.4203662562146955,1.389843392837443,0,1703727862
C37,module_4,Refactor module_4; la=71 ld=24 bugfix=0,71,24,3,2,1,0.441244215969574,479,0,7,3.233852805706981,3,2.3531725524648954,3.4333393781995447,0.022374312539903185,0,1703731462
C38,module_4,Refactor module_4; la=1 ld=4 bugfix=0,1,4,2,1,2,0.5483319439641676,268,0,2,27.74447216941239,4,1.0450770753466465,2.1493579329654375,1.9629264823369366,0,1703735062
C39,module_4,Refactor module_4; la=53 ld=9 bugfix=0,53,9,3,1,2,0.3386802191385255,416,0,4,8.860231986071028,10,1.3390213676453864,1.5385292087651217,1.468913447678601,1,1703738662
C40,module_5,Refactor module_5; la=29 ld=57 bugfix=0,29,57,1,2,3,1.0098655905214007,679,0,3,12.137770501593309,5,0.3299179371172276,2.195473370971773,1.7245073752860862,0,1702006777
C41,module_5,Refactor module_5; la=91 ld=33 bugfix=0,91,33,2,1,2,0.15386567889855635,850,0,7,13.258272661950421,11,0.34438895332698927,2.2047110001633508,1.5194002637912287,0,1702010377
C42,module_5,Refactor module_5; la=70 ld=23 bugfix=0,70,23,1,1,1,0.43153181226722354,776,0,1,19.82066835525525,4,1.8471165127308504,2.441812843929762,1.4723697552742399,0,1702013977
C43,module_5,Refactor module_5; la=60 ld=36 bugfix=0,60,36,5,2,2,0.46661441397828696,1046,0,6,9.786770813627152,4,1.2813452436320298,2.4489620654147872,2.698374440296732,0,1702017577
C44,module_5,Refactor module_5; la=47 ld=25 bugfix=1,47,25,3,2,1,0.3435167332077108,104,1,2,12.988953454811696,9,1.6324090232139463,0.26302353567461556,1.143045458786471,0,1702021177
C45,module_5,Refactor module_5; la=17 ld=41 bugfix=1,17,41,2,2,1,0.6403327296179134,490,1,3,2.8410907589586927,1,3.0286235529119927,1.0788571413384263,0.17771971835267042,0,1702024777
C46,module_5,Refactor module_5; la=17 ld=0 bugfix=0,17,0,2,3,2,0.6534634480922454,458,0,4,15.582743309354466,7,1.7184935136073218,1.8337724717455524,1.358119084905109,1,1702028377
C47,module_5,Refactor module_5; la=0 ld=14 bugfix=0,0,14,4,3,1,0.12803291869087424,830,0,7,20.16297572101451,4,0.6603040676227061,1.5137415500047853,0.9007352961147436,0,1702031977
C48,module_5,Refactor module_5; la=84 ld=52 bugfix=0,84,52,2,2,2,0.5885091248408106,1175,0,5,21.3690628337221,7,0.6754166945712754,1.6003452928926687,0.6438080411508748,0,1702035577
C49,module_5,Refactor module_5; la=83 ld=57 bugfix=0,83,57,3,3,2,0.5405594553795559,472,0,4,1.9734788316553562,5,1.8804056542147873,3.657073399973568,2.0942133285134092,0,1702039177
C50,module_5,Refactor module_5; la=41 ld=25 bugfix=0,41,25,1,1,1,0.2499368922153707,954,0,1,13.773153625048728,8,3.588835608344481,2.7310042114622863,1.2389132069014597,0,1702042777
C51,module_5,Refactor module_5; la=48 ld=37 bugfix=0,48,37,4,3,1,0.2511588242278261,705,0,3,9.221058919223442,6,1.2440633878840843,0.7463206995295513,1.5114528343034395,0,1702046377
C52,module_5,Refactor module_5; la=46 ld=7 bugfix=0,46,7,2,3,1,0.07666911020589379,242,0,4,13.82389144574879,9,2.0092516496544066,1.9751206493169884,2.761438201803573,0,1702049977
C53,module_6,Refactor module_6; la=17 ld=23 bugfix=0,17,23,4,3,1,0.881012042812894,811,0,3,16.310578260461444,7,6.768280519051303,2.5215426898137467,0.49273547004853635,0,1704327862
C54,module_6,Refactor module_6; la=27 ld=48 bugfix=0,27,48,3,2,2,0.567316625321087,928,0,5,5.179805801696993,1,1.9123831342119764,1.6007772039773451,0.5064938354277192,0,1704331462
C55,module_6,Refactor module_6; la=29 ld=18 bugfix=0,29,18,2,2,1,0.6448565354912457,819,0,1,14.876807070706887,5,1.8448698296380497,1.4664210521637384,1.4255598395101807,0,1704335062
C56,module_6,Refactor module_6; la=10 ld=8 bugfix=0,10,8,3,3,1,0.00033996883193088134,289,0,2,10.916113727452736,6,1.5323805037663294,2.7592075326520886,0.5239826943186312,0,1704338662
C57,module_6,Refactor module_6; la=1 ld=37 bugfix=0,1,37,3,1,3,0.3755585109410564,1419,0,1,15.699195809948254,2,0.8723662282797497,1.9764399600185893,1.7555820886501248,0,1704342262
C58,module_6,Refactor module_6; la=68 ld=58 bugfix=0,68,58,3,3,1,0.43641869027430746,540,0,2,13.338421580502676,11,1.7454203053694326,1.9965507806282567,0.9677306700757647,1,1704345862
C59,module_6,Refactor module_6; la=51 ld=53 bugfix=1,51,53,4,2,2,0.26982709816288664,774,1,5,17.116097327950502,8,2.7361500634907285,2.940367509911186,1.4893591569571112,1,1704349462
C60,module_6,Refactor module_6; la=33 ld=37 bugfix=1,33,37,2,1,2,0.5955058674533591,452,1,6,10.159698684273238,12,1.9971202202354807,1.9896434122575202,2.8168743984986078,0,1704353062
C61,module_6,Refactor module_6; la=37 ld=29 bugfix=0,37,29,1,1,1,0.6848715514374868,811,0,3,17.231220184061662,7,0.500431656995928,0.25009484085447387,2.3046792154025297,0,1704356662
C62,module_6,Refactor module_6; la=51 ld=39 bugfix=0,51,39,1,2,2,0.5748772903412526,990,0,4,11.973802405295535,4,3.30583341412959,3.275129412809076,2.994370054600359,0,1704360262
C63,module_6,Refactor module_6; la=48 ld=45 bugfix=0,48,45,3,2,2,0.48814347079481357,582,0,5,15.029932911999557,7,3.005118863303285,1.0501902445228684,1.9562481636298061,0,1704363862
C64,module_6,Refactor module_6; la=76 ld=19 bugfix=0,76,19,1,1,1,0.5104346637315067,718,0,5,18.398753611927038,6,2.614742685993039,2.239361601602686,0.907953341777443,0,1704367462
C65,module_7,Refactor module_7; la=39 ld=50 bugfix=0,39,50,4,2,1,0.5970322225091476,642,0,5,9.422286540105764,8,3.0161020530384537,0.35424981944301415,2.173894128217401,0,1701275534
C66,module_7,Refactor module_7; la=20 ld=12 bugfix=0,20,12,2,2,1,0.587502449723974,428,0,4,39.45130145058917,1,4.2080218497352,1.679810896784736,1.6111719180159632,0,1701279134
C67,module_7,Refactor module_7; la=36 ld=59 bugfix=0,36,59,2,3,1,0.4879496307197426,479,0,6,14.22643820179146,5,0.3280745553981097,1.2248488157372304,0.3927942597215277,0,1701282734
C68,module_7,Refactor module_7; la=72 ld=86 bugfix=0,72,86,2,3,2,0.46975047065072484,930,0,4,10.916668371733309,1,0.3154378037831225,2.2838938599374723,0.9232999099142866,0,1701286334
C69,module_7,Refactor module_7; la=59 ld=33 bugfix=0,59,33,2,3,3,0.5989113310645706,1093,0,6,21.140991771126238,7,2.779490860019754,0.18319479054354781,1.9007231568595857,0,1701289934
C70,module_7,Refactor module_7; la=72 ld=46 bugfix=0,72,46,4,1,1,0.45191256058593143,831,0,6,11.387295749965546,7,0.517059275848091,2.0403807336525754,1.2031085501856367,0,1701293534
C71,module_7,Refactor module_7; la=35 ld=24 bugfix=0,35,24,4,1,1,0.08050980847797162,532,0,2,28.81707593377797,5,3.9326663739773786,1.5740455608604416,1.2372278364215765,0,1701297134
C72,module_7,Refactor module_7; la=82 ld=16 bugfix=0,82,16,1,1,2,0.6380208849528025,942,0,6,25.30195403152731,6,3.443986358730262,1.8271743161185545,0.6385169732171163,0,1701300734
C73,module_7,Refactor module_7; la=40 ld=59 bugfix=0,40,59,1,1,1,0.4273478704862389,724,0,2,6.391583214764298,13,4.7026129216207195,1.005900698778421,0.836416709693201,0,1701304334
C74,module_7,Refactor module_7; la=37 ld=10 bugfix=0,37,10,2,1,1,0.5297254190605661,910,0,1,23.546857301355615,3,2.9492868719109597,1.4872335880581682,0.17638749907794793,0,1701307934
C75,module_7,Refactor module_7; la=55 ld=27 bugfix=0,55,27,4,3,1,0.6500243624273889,1381,0,1,5.734668888428494,10,0.41257842374354414,0.08704935995001484,0.713805869300953,1,1701311534
C76,module_7,Refactor module_7; la=23 ld=16 bugfix=0,23,16,2,1,4,0.559502214237111,1067,0,3,7.8644601862964505,3,0.06701391527179945,0.6727424159764737,1.0497837779516075,0,1701315134
C77,module_7,Refactor module_7; la=38 ld=55 bugfix=0,38,55,3,2,1,0.6047901908385341,1019,0,5,20.66187758574833,4,0.3158473515935074,0.07904600172207332,1.2865055419214617,0,1701318734
C78,module_8,Refactor module_8; la=54 ld=42 bugfix=0,54,42,4,3,1,0.8367172419076045,641,0,4,10.878506215430324,1,1.7426532346754777,0.3712598823667306,2.1672992358427723,0,1700640263
C79,module_8,Refactor module_8; la=47 ld=15 bugfix=0,47,15,2,2,1,0.8479296083862023,656,0,4,22.95778009744233,4,1.925661743672626,1.3614013448412783,0.3639428851542128,0,1700643863
C80,module_8,Refactor module_8; la=54 ld=60 bugfix=1,54,60,4,1,2,0.37527986214835746,808,1,7,18.636981503429627,5,3.7904278577845654,1.1047384917544938,0.8141025948652898,1,1700647463
C81,module_8,Refactor module_8; la=46 ld=3 bugfix=0,46,3,2,4,2,0.5339413090285624,669,0,2,17.576404209211606,8,0.3634289907559225,0.7062997292318208,0.04253536776657785,0,1700651063
C82,module_8,Refactor module_8; la=12 ld=42 bugfix=0,12,42,3,1,2,0.30071627479952207,1170,0,3,3.199992215327409,8,0.987329071784808,1.9847448248827337,1.765460419169093,1,1700654663
C83,module_8,Refactor module_8; la=49 ld=0 bugfix=1,49,0,4,1,1,0.49555044103015783,332,1,5,17.929338234972917,1,1.8142860585055107,2.3904346835753887,0.6779887659659078,0,1700658263
C84,module_8,Refactor module_8; la=46 ld=38 bugfix=0,46,38,4,2,2,1.0421491054436651,736,0,4,19.38991029388895,4,0.4514044706677287,4.271813306508093,1.526843470388023,0,1700661863
C85,module_8,Refactor module_8; la=37 ld=24 bugfix=0,37,24,3,1,2,0.8825909615463505,940,0,2,10.896600266548907,5,1.433290200862592,2.59957372928948,0.5332091032089832,0,1700665463
C86,module_8,Refactor module_8; la=49 ld=7 bugfix=0,49,7,4,3,2,0.1970490448412921,1049,0,1,14.757026162291845,7,2.834112910734726,1.712713640338627,1.4912314168473797,0,1700669063
C87,module_8,Refactor module_8; la=31 ld=23 bugfix=0,31,23,2,1,2,0.7497515544821013,475,0,2,8.280879763203231,10,1.1861632698322626,2.0546549868127495,0.6712181160609871,0,1700672663
C88,module_8,Refactor module_8; la=35 ld=41 bugfix=0,35,41,1,3,1,0.45918609699031304,653,0,5,17.55906850104223,7,1.9868079657716429,2.1158397732926173,0.7811512560749616,0,1700676263
C89,module_9,Refactor module_9; la=74 ld=12 bugfix=0,74,12,5,2,2,0.5056044374051754,735,0,4,29.011862750338963,6,0.6328345652940646,2.4893124748619755,2.1211507463947923,1,1704744215
C90,module_9,Refactor module_9; la=33 ld=11 bugfix=0,33,11,2,1,2,0.48331024335468126,669,0,1,26.20840651403167,4,2.5408875164852622,0.1688225159703074,2.638705482359231,1,1704747815
C91,module_9,Refactor module_9; la=98 ld=60 bugfix=0,98,60,2,1,1,0.6019796496953072,769,0,6,13.85790108222163,12,2.1361138456282593,3.642382073069673,1.5573194227106266,0,1704751415
C92,module_9,Refactor module_9; la=18 ld=39 bugfix=0,18,39,3,2,1,0.22794832674213455,372,0,4,26.250439217080253,5,1.3906221360067788,1.2710874475985416,1.0372010033673928,0,1704755015
C93,module_9,Refactor module_9; la=30 ld=64 bugfix=0,30,64,3,2,2,0.5659887077314529,1034,0,5,1.2699698311446088,6,2.268111444929491,0.7604482941694705,1.1773147246743532,0,1704758615
C94,module_9,Refactor module_9; la=31 ld=7 bugfix=0,31,7,3,1,2,0.263704186414236,631,0,6,18.302899456165918,5,2.748079161604585,1.0286308167956255,1.1568664103590924,0,1704762215
C95,module_9,Refactor module_9; la=41 ld=40 bugfix=0,41,40,3,1,1,0.5420582582172293,586,0,3,4.34530735713118,2,2.124514029445863,1.219049355260505,1.0116158727356166,0,1704765815
C96,module_9,Refactor module_9; la=69 ld=26 bugfix=0,69,26,1,2,2,0.561878314031389,1095,0,8,5.40572246858132,8,0.5310215416200275,0.38368237527593907,2.716368646725336,0,1704769415
C97,module_9,Refactor module_9; la=45 ld=27 bugfix=0,45,27,4,1,1,0.33935198160965896,966,0,1,7.75657480591799,4,1.4517956088286623,0.15109630632186177,0.5716288918805214,0,1704773015
C98,module_9,Refactor module_9; la=60 ld=27 bugfix=0,60,27,2,2,1,0.2706335835665118,518,0,1,16.620595590628746,8,0.38064745119736276,1.53015445345924,0.9800642047336644,0,1704776615
C99,module_9,Refactor module_9; la=3 ld=4 bugfix=0,3,4,3,3,2,0.569145315960316,1157,0,5,7.969309191021978,5,0.4313702774622272,1.3132119701026483,2.1427658012252753,0,1704780215
C100,module_9,Refactor module_9; la=5 ld=1 bugfix=0,5,1,2,1,2,0.5905076837959184,897,0,7,4.32406230955114,5,3.699034730779383,3.017447771205644,0.22176364934457293,0,1704783815
C101,module_10,Refactor module_10; la=44 ld=25 bugfix=0,44,25,2,2,1,0.49148427579111115,824,0,5,44.14244648415419,1,2.48601878628497,0.5877718936573133,1.77740257751925,0,1701447148
C102,module_10,Refactor module_10; la=69 ld=33 bugfix=0,69,33,4,2,3,0.575012430378468,1124,0,2,16.459382941447743,5,2.4246028820149843,2.8014181931159596,0.5652203153028492,0,1701450748
C103,module_10,Refactor module_10; la=34 ld=0 bugfix=0,34,0,3,2,2,0.20157883290540163,817,0,6,13.213448309861098,3,1.2400959560431954,3.027459322505596,1.7362969691808936,0,1701454348
C104,module_10,Refactor module_10; la=0 ld=37 bugfix=0,0,37,1,2,2,0.9773903599147845,470,0,7,26.913896402914144,3,2.335951142560172,1.5023992276981046,1.481955867394157,0,1701457948
C105,module_10,Refactor module_10; la=0 ld=32 bugfix=0,0,32,3,1,1,0.6977063725702926,910,0,3,0.006694027818387127,2,1.1932829804642908,2.974104974736181,0.5604966091125243,0,1701461548
C106,module_10,Refactor module_10; la=46 ld=27 bugfix=0,46,27,3,1,1,0.22361019372727348,641,0,4,10.342318351419221,13,0.606571892705698,1.7443598144517614,0.072046976494331,0,1701465148
C107,module_10,Refactor module_10; la=18 ld=34 bugfix=0,18,34,4,1,2,0.7049843386250798,751,0,2,21.409907193949735,5,0.4809742229177574,1.6519160523332324,0.6163196431938186,0,1701468748
C108,module_10,Refactor module_10; la=6 ld=50 bugfix=0,6,50,1,1,3,0.7254709523284845,830,0,2,15.732753145856964,6,1.8636936055610558,1.4630009830989787,0.9856248902948859,0,1701472348
C109,module_10,Refactor module_10; la=62 ld=2 bugfix=0,62,2,2,1,2,0.4222733637866364,1244,0,1,21.712280116136988,3,1.1345054429336996,1.8765828241285463,0.7082525802698652,0,1701475948
C110,module_11,Refactor module_11; la=23 ld=18 bugfix=0,23,18,4,2,3,0.953528840779851,491,0,1,7.223940722517329,4,0.41426768879258846,0.23773527252190374,1.0557156214797452,0,1704548983
C111,module_11,Refactor module_11; la=17 ld=86 bugfix=0,17,86,2,2,1,0.8412183516255278,1136,0,1,17.106668777246202,2,4.193532895210041,2.471033678223807,1.2954390384877361,0,1704552583
C112,module_11,Refactor module_11; la=57 ld=54 bugfix=1,57,54,4,1,2,0.7031030432965859,303,1,4,11.992354151532652,1,1.511452834889407,1.1072334836939712,1.0519275954522458,1,1704556183
C113,module_11,Refactor module_11; la=39 ld=38 bugfix=0,39,38,2,1,2,0.11581681482096368,944,0,4,24.60734307594464,1,0.9607508047884457,1.8285646143882235,1.1928831448714843,0,1704559783
C114,module_11,Refactor module_11; la=56 ld=48 bugfix=0,56,48,3,1,2,0.6538472416074257,1167,0,2,21.737943936677578,8,4.338224371698629,0.4486680909264509,0.9735454154558615,0,1704563383
C115,module_11,Refactor module_11; la=12 ld=38 bugfix=0,12,38,3,2,2,0.44825881966285397,1244,0,2,15.109855135275255,8,0.2460597551418049,0.07235609971852708,0.8377285077347179,0,1704566983
C116,module_11,Refactor module_11; la=30 ld=43 bugfix=0,30,43,2,2,1,0.6344228630192874,943,0,3,25.437433977204943,7,0.09544308662669732,2.2867416734056594,0.11538937756376177,0,1704570583
C117,module_11,Refactor module_11; la=47 ld=33 bugfix=0,47,33,2,2,1,0.5471139741279788,1062,0,2,3.05634519275541,2,0.7425929671622535,2.3757945468186357,3.0089145420827705,0,1704574183
C118,module_11,Refactor module_11; la=58 ld=58 bugfix=0,58,58,2,2,2,0.5533472335953283,481,0,1,20.42858224477596,9,0.8252302074272486,0.13569290230747866,0.9560230425499812,0,1704577783
C119,module_11,Refactor module_11; la=1 ld=39 bugfix=1,1,39,2,1,1,0.7142609077859231,981,1,5,3.39088043613261,6,2.2209834957297057,0.9361961898015277,1.6354583359574177,0,1704581383
C120,module_11,Refactor module_11; la=53 ld=28 bugfix=0,53,28,4,3,1,0.705069606851551,705,0,1,25.269057463206195,1,3.693486651443026,1.4338774811492527,0.007604669557566446,0,1704584983
C121,module_11,Refactor module_11; la=61 ld=44 bugfix=0,61,44,1,1,1,0.7587019936918741,395,0,3,3.3806559361991244,3,0.7975717388473242,0.02954208241860723,1.2948268597303756,0,1704588583
C122,module_12,Refactor module_12; la=5 ld=14 bugfix=0,5,14,2,1,4,0.5112823134339142,874,0,2,17.15302629941512,2,3.362094265276978,0.05676409691876394,0.9136338641348243,0,1700752991
C123,module_12,Refactor module_12; la=23 ld=24 bugfix=0,23,24,2,1,2,0.5476776749674851,774,0,5,12.641657561858187,5,2.157035044832189,3.5359040195650207,0.14035620802120397,1,1700756591
C124,module_12,Refactor module_12; la=45 ld=61 bugfix=0,45,61,3,2,1,0.5062094400977108,725,0,3,16.983811606264396,3,0.7905772689729738,0.13229212511060928,1.590725026088896,1,1700760191
C125,module_12,Refactor module_12; la=64 ld=31 bugfix=1,64,31,3,2,1,0.39383563437407054,1465,1,2,19.34009823450107,6,0.10718732141549125,2.8472139054764862,1.1058054246491666,0,1700763791
C126,module_12,Refactor module_12; la=55 ld=4 bugfix=0,55,4,4,2,1,0.8180437611243558,848,0,2,20.818504393070786,7,2.022020209834567,0.5520163753588765,1.3299298541660738,0,1700767391
C127,module_12,Refactor module_12; la=3 ld=41 bugfix=0,3,41,1,2,1,0.7616493213759821,652,0,3,16.137481534861436,8,1.3061664255131298,2.695865861398085,0.2063021228935168,0,1700770991
C128,module_12,Refactor module_12; la=56 ld=68 bugfix=0,56,68,2,1,1,0.6320885133096874,950,0,1,22.66867293329061,2,3.7384243735653495,4.928926107767838,1.5664511465715505,0,1700774591
C129,module_12,Refactor module_12; la=5 ld=17 bugfix=0,5,17,1,1,3,0.5545725036051546,914,0,3,24.645506822393333,5,2.7960409070370993,1.264794842585981,0.8578471092679527,0,1700778191
C130,module_12,Refactor module_12; la=33 ld=31 bugfix=1,33,31,1,1,2,0.06879839878812416,526,1,4,3.463250836002395,6,3.5336108380407083,2.432487550789078,1.1047142129860654,0,1700781791
C131,module_12,Refactor module_12; la=51 ld=33 bugfix=0,51,33,3,2,2,0.51891850659154,1036,0,2,3.0814404687074592,10,2.3849880960683927,0.5573830745953456,0.4861805027812889,0,1700785391
C132,module_12,Refactor module_12; la=27 ld=58 bugfix=0,27,58,1,1,2,0.5780909864107765,949,0,4,19.89383938938409,5,2.094047454855071,1.6290410160643614,1.415098135819036,0,1700788991
C133,module_13,Refactor module_13; la=19 ld=31 bugfix=0,19,31,2,2,4,0.3952454442917529,927,0,4,38.37845119172165,4,2.4861338334800704,0.5414331061284217,0.8484752648567069,0,1702512560
C134,module_13,Refactor module_13; la=47 ld=55 bugfix=1,47,55,2,1,4,0.5788475298884062,585,1,2,24.365693558567877,4,2.1910437134847283,1.4237895906740776,1.9314924079409346,0,1702516160
C135,module_13,Refactor module_13; la=45 ld=42 bugfix=0,45,42,3,1,2,0.35122781458087315,644,0,6,21.334215410273494,7,3.8708171317136753,4.875179097886468,0.5092261039101555,0,1702519760
C136,module_13,Refactor module_13; la=18 ld=8 bugfix=1,18,8,2,1,2,0.510339664285723,945,1,5,11.265910631761177,12,2.3516466747231464,0.7349817031497539,0.1976242542337825,0,1702523360
C137,module_13,Refactor module_13; la=36 ld=20 bugfix=0,36,20,5,2,2,0.3137853024115793,501,0,4,3.563115671144569,5,2.021108124310257,1.2418210010746453,0.38660958765332354,0,1702526960
C138,module_13,Refactor module_13; la=42 ld=42 bugfix=0,42,42,4,1,1,0.5875311347068612,984,0,5,24.795853411559733,9,4.667481360079734,0.46030063360867346,1.2138982093325112,0,1702530560
C139,module_13,Refactor module_13; la=23 ld=0 bugfix=1,23,0,3,1,2,0.3411912916602293,471,1,4,20.79281971320933,12,2.4159342968162703,2.0820981204769557,0.12243867113267459,0,1702534160
